Label (Grouping),Year,Total:,No Formal Education,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
Census Tract 37.02; Multnomah County; Oregon!!Estimate,2022,"2,075",0,0,0,0,0,13,0,0,0,5,0,18,31,5,9,122,14,22,369,57,835,389,157,29
Census Tract 38.01; Multnomah County; Oregon!!Estimate,2022,"2,184",23,0,0,0,0,0,0,0,0,0,5,0,0,0,29,283,38,55,355,182,749,361,60,44
Census Tract 38.02; Multnomah County; Oregon!!Estimate,2022,"2,628",45,0,0,0,0,0,0,0,10,0,17,11,0,3,61,236,47,82,330,344,954,352,62,74
Census Tract 38.03; Multnomah County; Oregon!!Estimate,2022,"3,314",41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,316,30,84,534,139,"1,480",441,110,106
Census Tract 39.02; Multnomah County; Oregon!!Estimate,2022,"2,875",0,0,0,0,0,11,0,13,10,4,11,6,9,0,0,351,122,178,329,172,960,466,102,131
Census Tract 39.03; Multnomah County; Oregon!!Estimate,2022,"2,580",0,0,0,0,0,40,0,0,34,0,0,21,121,0,46,250,95,136,351,83,929,346,128,0
Census Tract 39.04; Multnomah County; Oregon!!Estimate,2022,"3,147",0,0,0,0,0,0,82,0,43,0,0,0,0,35,33,139,0,69,646,333,"1,233",456,64,14
Census Tract 40.02; Multnomah County; Oregon!!Estimate,2022,"3,112",5,0,0,10,0,0,0,0,14,0,0,0,9,0,31,400,133,217,468,170,971,555,84,45
Census Tract 40.03; Multnomah County; Oregon!!Estimate,2022,"5,015",181,0,0,0,0,39,23,85,71,0,4,55,258,178,114,678,132,214,"1,101",232,"1,073",490,35,52
Census Tract 41.02; Multnomah County; Oregon!!Estimate,2022,"3,889",71,0,0,0,0,0,0,0,13,0,26,0,0,0,43,484,289,262,479,218,"1,259",649,65,31
Census Tract 41.03; Multnomah County; Oregon!!Estimate,2022,"3,014",28,0,0,0,0,0,0,29,13,0,0,17,32,36,8,649,23,181,315,326,815,364,59,119
Census Tract 41.04; Multnomah County; Oregon!!Estimate,2022,"2,094",27,0,0,0,0,58,0,43,35,0,0,40,0,17,37,348,77,62,607,116,442,155,30,0
Census Tract 42; Multnomah County; Oregon!!Estimate,2022,"3,404",10,0,0,0,0,0,0,0,19,0,0,12,0,26,10,357,153,242,461,263,"1,419",251,53,128
Census Tract 43; Multnomah County; Oregon!!Estimate,2022,834,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,122,0,29,98,38,276,153,71,9
Census Tract 45; Multnomah County; Oregon!!Estimate,2022,"2,610",38,0,0,0,0,0,0,0,0,0,0,18,0,0,30,78,10,82,357,81,804,609,385,118
Census Tract 46.01; Multnomah County; Oregon!!Estimate,2022,"2,887",27,0,0,0,0,0,0,0,0,0,0,35,0,0,0,79,69,60,150,70,"1,077",637,472,211
Census Tract 46.02; Multnomah County; Oregon!!Estimate,2022,"1,585",0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,50,24,36,102,60,562,350,221,164
Census Tract 47; Multnomah County; Oregon!!Estimate,2022,"3,150",11,0,0,0,0,0,0,19,0,0,9,0,77,0,51,356,48,64,244,70,"1,123",653,303,122
Census Tract 48; Multnomah County; Oregon!!Estimate,2022,"2,178",1,0,0,0,0,0,0,0,0,0,10,9,0,0,0,210,23,89,413,93,811,252,188,79
Census Tract 49.01; Multnomah County; Oregon!!Estimate,2022,"2,926",62,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68,21,264,338,106,"1,358",476,148,83
Census Tract 49.02; Multnomah County; Oregon!!Estimate,2022,"1,661",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,66,54,195,250,154,562,228,107,21
Census Tract 50.01; Multnomah County; Oregon!!Estimate,2022,"2,983",0,0,0,0,0,0,0,0,0,0,32,0,0,0,20,107,20,17,218,107,"1,395",563,311,193
Census Tract 50.02; Multnomah County; Oregon!!Estimate,2022,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,47,105,401,161,34,91
Census Tract 51.01; Multnomah County; Oregon!!Estimate,2022,"3,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,311,107,363,126,"1,180",320,589,339
Census Tract 51.02; Multnomah County; Oregon!!Estimate,2022,"2,833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1,123,322,54,"1,035",767,303,0
Census Tract 51.03; Multnomah County; Oregon!!Estimate,2022,"2,673",3,0,0,0,0,0,0,0,40,0,85,118,177,114,0,526,69,160,441,76,351,373,37,103
Census Tract 52.01; Multnomah County; Oregon!!Estimate,2022,"1,772",0,0,0,0,0,0,10,13,0,0,24,12,0,36,0,146,131,38,201,190,481,411,65,14
Census Tract 52.02; Multnomah County; Oregon!!Estimate,2022,"2,447",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,59,59,259,143,"1,041",572,50,82
Census Tract 55; Multnomah County; Oregon!!Estimate,2022,"2,037",45,0,0,0,0,0,0,0,0,0,7,29,14,19,26,140,77,69,225,209,664,317,136,60
Census Tract 56.01; Multnomah County; Oregon!!Estimate,2022,"2,096",87,0,0,111,0,0,0,0,18,0,34,18,17,10,0,188,19,143,215,51,648,290,104,143
Census Tract 56.02; Multnomah County; Oregon!!Estimate,2022,773,35,0,0,0,0,0,0,0,38,0,0,0,11,0,0,80,114,54,131,82,138,90,0,0
Census Tract 57.01; Multnomah County; Oregon!!Estimate,2022,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,0,43,15,232,48,26,77
Census Tract 57.02; Multnomah County; Oregon!!Estimate,2022,"3,371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,62,89,540,90,"1,264",717,306,196
Census Tract 58; Multnomah County; Oregon!!Estimate,2022,"3,679",15,0,0,0,0,0,0,0,0,0,28,0,0,2,0,129,16,130,345,307,"1,277",645,458,327
Census Tract 59.01; Multnomah County; Oregon!!Estimate,2022,"2,056",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,56,53,74,362,143,826,305,119,110
Census Tract 59.02; Multnomah County; Oregon!!Estimate,2022,"3,296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,167,17,118,197,235,"1,044",635,547,329
Census Tract 59.03; Multnomah County; Oregon!!Estimate,2022,"2,937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8,66,347,131,"1,312",483,355,45
Census Tract 60.01; Multnomah County; Oregon!!Estimate,2022,"1,173",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,26,40,100,12,509,209,154,85
Census Tract 60.02; Multnomah County; Oregon!!Estimate,2022,"1,810",0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,171,10,61,115,107,787,300,127,106
Census Tract 61; Multnomah County; Oregon!!Estimate,2022,"1,925",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,103,35,0,105,32,822,503,227,71
Census Tract 62; Multnomah County; Oregon!!Estimate,2022,"2,449",0,1,0,0,0,0,0,0,0,0,9,0,0,8,0,144,23,99,188,147,"1,112",404,204,110
Census Tract 63; Multnomah County; Oregon!!Estimate,2022,"3,328",42,0,0,0,0,0,0,0,0,0,0,0,0,3,5,165,0,53,449,86,"1,389",519,528,89
Census Tract 64.02; Multnomah County; Oregon!!Estimate,2022,"4,608",0,0,0,0,0,26,0,0,0,0,0,0,0,17,36,179,0,106,439,254,"1,750",960,518,323
Census Tract 64.03; Multnomah County; Oregon!!Estimate,2022,"3,051",34,0,0,0,0,0,0,0,0,0,71,0,0,32,26,167,120,251,456,285,"1,063",369,109,68
Census Tract 64.04; Multnomah County; Oregon!!Estimate,2022,"2,618",0,0,0,0,0,0,0,0,0,0,0,0,8,37,9,208,39,116,432,259,820,383,214,93
Census Tract 65.01; Multnomah County; Oregon!!Estimate,2022,"4,503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,410,28,428,675,259,"1,619",606,361,103
Census Tract 65.02; Multnomah County; Oregon!!Estimate,2022,"3,754",18,0,0,0,0,0,0,0,0,0,0,17,0,66,0,137,0,86,895,293,"1,479",584,111,68
Census Tract 66.01; Multnomah County; Oregon!!Estimate,2022,"2,230",0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,117,18,84,314,114,946,340,147,141
Census Tract 66.02; Multnomah County; Oregon!!Estimate,2022,"4,323",167,0,0,0,0,0,0,0,23,0,36,0,0,0,51,209,89,206,628,223,"1,423",894,198,176
Census Tract 67.01; Multnomah County; Oregon!!Estimate,2022,"2,404",0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,248,25,126,183,168,968,434,128,108
Census Tract 67.02; Multnomah County; Oregon!!Estimate,2022,"2,487",7,0,0,0,0,0,0,0,0,0,10,0,0,9,10,154,57,115,441,86,"1,079",366,99,54
Census Tract 68.01; Multnomah County; Oregon!!Estimate,2022,"1,641",0,0,0,0,0,0,0,0,1,0,10,0,0,0,18,205,41,83,135,66,465,374,166,77
Census Tract 68.02; Multnomah County; Oregon!!Estimate,2022,"2,577",24,0,0,0,0,0,0,0,0,0,0,0,0,0,15,183,8,31,257,81,973,512,286,207
Census Tract 69; Multnomah County; Oregon!!Estimate,2022,"2,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,22,22,238,41,864,419,296,75
Census Tract 70.01; Multnomah County; Oregon!!Estimate,2022,"4,031",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,55,13,71,317,113,"1,585",975,615,265
Census Tract 70.02; Multnomah County; Oregon!!Estimate,2022,"2,084",5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,70,15,55,182,84,871,545,181,69
Census Tract 71; Multnomah County; Oregon!!Estimate,2022,"1,949",0,0,0,0,0,0,15,0,0,0,0,0,3,0,65,252,20,83,552,115,446,298,50,50
Census Tract 72.01; Multnomah County; Oregon!!Estimate,2022,"2,167",15,0,0,0,0,0,11,0,16,0,0,0,22,27,37,393,63,154,435,197,404,241,93,59
Census Tract 72.02; Multnomah County; Oregon!!Estimate,2022,"2,504",46,0,0,0,0,0,58,0,98,0,9,0,0,0,89,226,33,111,617,246,719,171,72,9
Census Tract 73; Multnomah County; Oregon!!Estimate,2022,"1,077",6,0,0,0,0,0,0,5,5,0,16,37,75,77,20,122,232,177,214,56,9,4,22,0
Census Tract 74; Multnomah County; Oregon!!Estimate,2022,"2,348",39,0,0,0,0,16,0,66,54,0,56,0,9,6,75,264,88,190,294,193,655,268,29,46
Census Tract 75; Multnomah County; Oregon!!Estimate,2022,"3,707",18,0,0,0,0,0,0,4,0,0,0,4,32,14,56,554,190,181,487,244,"1,271",420,103,129
Census Tract 76; Multnomah County; Oregon!!Estimate,2022,"2,505",52,0,0,0,0,0,0,0,86,0,6,15,0,23,121,192,77,93,390,221,874,292,46,17
Census Tract 77; Multnomah County; Oregon!!Estimate,2022,"1,729",25,0,0,0,0,0,0,0,34,20,6,20,18,30,44,289,67,69,189,215,562,92,8,41
Census Tract 78; Multnomah County; Oregon!!Estimate,2022,"1,511",10,0,0,0,1,0,0,0,43,4,0,7,20,20,62,344,40,114,230,130,340,98,34,14
Census Tract 79; Multnomah County; Oregon!!Estimate,2022,"3,227",128,0,0,0,0,0,0,0,64,33,41,23,44,20,162,673,55,203,602,177,646,262,72,22
Census Tract 80.01; Multnomah County; Oregon!!Estimate,2022,"2,331",92,0,0,0,0,0,0,0,0,0,23,5,60,44,88,341,122,187,334,257,619,115,12,32
Census Tract 80.02; Multnomah County; Oregon!!Estimate,2022,"2,404",56,0,0,0,0,0,0,0,65,0,0,111,47,0,12,556,45,169,477,183,518,148,6,11
Census Tract 81; Multnomah County; Oregon!!Estimate,2022,"6,088",97,5,0,0,0,0,0,70,90,0,30,80,42,97,114,"1,648",642,218,583,656,"1,191",414,37,74
Census Tract 82.01; Multnomah County; Oregon!!Estimate,2022,"2,470",161,0,0,0,0,7,0,60,21,0,10,17,41,115,60,259,130,150,407,109,603,282,38,0
Census Tract 82.03; Multnomah County; Oregon!!Estimate,2022,"4,026",0,0,0,0,0,8,0,63,0,56,0,0,56,17,107,"1,217",117,252,786,384,648,207,91,17
Census Tract 82.04; Multnomah County; Oregon!!Estimate,2022,"1,656",76,54,0,0,0,0,0,28,0,0,14,24,0,15,133,468,7,142,295,202,62,117,11,8
Census Tract 83.01; Multnomah County; Oregon!!Estimate,2022,"3,079",179,0,0,0,21,24,0,0,26,0,153,79,24,39,121,653,83,78,477,233,640,174,16,59
Census Tract 83.02; Multnomah County; Oregon!!Estimate,2022,"3,943",146,0,0,0,0,23,38,55,22,0,10,0,137,41,169,796,162,234,565,525,646,326,30,18
Census Tract 84; Multnomah County; Oregon!!Estimate,2022,"3,376",127,0,0,0,0,0,0,9,41,17,107,101,44,77,126,637,170,516,400,284,612,101,0,7
Census Tract 85; Multnomah County; Oregon!!Estimate,2022,"2,967",186,0,12,0,0,0,0,0,13,10,0,55,33,88,87,577,189,326,408,259,509,148,37,30
Census Tract 86; Multnomah County; Oregon!!Estimate,2022,"2,835",79,0,0,0,0,0,0,13,0,63,10,0,15,59,134,574,143,299,412,351,450,134,20,79
Census Tract 87; Multnomah County; Oregon!!Estimate,2022,"3,568",178,0,0,20,9,0,0,38,0,0,20,69,20,51,37,668,369,215,469,203,805,278,27,92
Census Tract 88; Multnomah County; Oregon!!Estimate,2022,"3,117",123,0,0,0,0,0,0,0,41,3,21,8,23,14,22,632,113,119,543,299,688,291,148,29
Census Tract 89.02; Multnomah County; Oregon!!Estimate,2022,"3,131",64,0,0,0,0,0,59,0,0,0,0,0,50,48,74,684,279,189,470,417,592,152,11,42
Census Tract 89.03; Multnomah County; Oregon!!Estimate,2022,"3,567",56,0,0,0,0,0,0,0,0,0,23,34,44,17,67,559,110,271,650,402,688,446,175,25
Census Tract 89.04; Multnomah County; Oregon!!Estimate,2022,"3,495",76,0,0,6,46,93,0,4,0,0,64,7,122,1,50,892,103,258,435,339,682,243,74,0
Census Tract 90.01; Multnomah County; Oregon!!Estimate,2022,"3,760",23,0,0,0,0,0,0,0,55,8,2,1,124,14,284,"1,250",133,248,587,423,418,190,0,0
Census Tract 90.02; Multnomah County; Oregon!!Estimate,2022,"2,907",123,0,0,44,44,0,0,0,103,0,0,7,0,55,59,530,174,468,355,384,422,71,59,9
Census Tract 91.01; Multnomah County; Oregon!!Estimate,2022,"4,170",302,0,0,0,48,19,0,86,88,41,5,73,87,84,146,972,293,287,526,378,631,104,0,0
Census Tract 91.02; Multnomah County; Oregon!!Estimate,2022,"4,417",105,0,0,0,0,15,26,8,44,38,23,0,129,39,76,"1,346",150,439,637,310,611,167,221,33
Census Tract 92.02; Multnomah County; Oregon!!Estimate,2022,"4,195",129,0,0,33,0,0,0,127,71,0,56,89,56,104,94,774,462,197,689,608,413,214,34,45
Census Tract 92.03; Multnomah County; Oregon!!Estimate,2022,"2,186",52,0,0,30,0,0,22,8,0,0,36,31,0,39,145,425,54,161,236,159,479,295,14,0
Census Tract 92.04; Multnomah County; Oregon!!Estimate,2022,"3,091",99,0,0,0,30,0,0,0,24,19,0,5,3,47,114,448,457,262,587,283,632,81,0,0
Census Tract 93.01; Multnomah County; Oregon!!Estimate,2022,"3,810",86,0,0,0,0,33,10,0,102,1,0,87,2,53,105,"1,060",78,259,803,304,725,77,2,23
Census Tract 93.02; Multnomah County; Oregon!!Estimate,2022,"3,651",98,0,0,0,0,0,0,0,0,0,0,0,53,28,150,526,262,499,575,394,734,236,26,70
Census Tract 94; Multnomah County; Oregon!!Estimate,2022,"5,491",94,0,0,25,15,0,0,0,69,0,18,35,49,36,109,789,54,765,759,503,"1,590",422,123,36
Census Tract 95.01; Multnomah County; Oregon!!Estimate,2022,"3,251",148,0,0,0,0,10,0,0,0,31,0,0,35,19,126,747,106,239,542,282,650,267,39,10
Census Tract 95.02; Multnomah County; Oregon!!Estimate,2022,"2,731",92,0,0,0,0,0,0,0,1,21,0,0,35,87,55,570,79,155,311,269,652,294,75,35
Census Tract 96.03; Multnomah County; Oregon!!Estimate,2022,"2,441",120,0,0,0,7,5,0,8,8,0,70,0,33,36,118,737,68,271,411,216,222,111,0,0
Census Tract 96.04; Multnomah County; Oregon!!Estimate,2022,"3,859",407,0,0,0,152,17,0,18,171,0,0,52,14,42,40,805,247,349,616,256,531,120,8,14
Census Tract 96.05; Multnomah County; Oregon!!Estimate,2022,"4,590",57,0,0,0,0,0,0,0,17,0,122,246,78,49,84,997,100,597,662,388,811,240,0,142
Census Tract 96.06; Multnomah County; Oregon!!Estimate,2022,"3,632",134,0,0,0,0,0,0,51,198,0,127,108,97,59,125,990,164,251,610,158,315,193,31,21
Census Tract 97.01; Multnomah County; Oregon!!Estimate,2022,"3,180",71,0,0,0,0,0,0,23,0,70,10,25,91,6,57,820,189,308,652,370,262,226,0,0
Census Tract 97.03; Multnomah County; Oregon!!Estimate,2022,"3,633",167,0,0,0,0,0,45,0,0,0,259,0,20,126,97,661,282,155,696,565,381,147,14,18
Census Tract 97.04; Multnomah County; Oregon!!Estimate,2022,"2,590",0,0,0,0,0,15,0,0,91,181,20,273,71,136,16,459,160,142,394,272,307,39,0,14
Census Tract 98.01; Multnomah County; Oregon!!Estimate,2022,"2,586",134,0,0,0,0,0,0,53,0,22,0,41,99,37,72,446,53,293,603,290,298,107,0,38
Census Tract 98.03; Multnomah County; Oregon!!Estimate,2022,"5,168",107,0,0,52,93,0,0,35,84,0,9,93,79,66,292,"1,034",359,247,"1,059",522,710,254,34,39
Census Tract 98.04; Multnomah County; Oregon!!Estimate,2022,"2,384",191,0,0,0,0,0,0,0,125,0,0,91,40,17,125,389,191,213,490,105,255,80,18,54
Census Tract 99.03; Multnomah County; Oregon!!Estimate,2022,"5,721",101,57,0,0,0,0,0,0,78,0,47,0,28,41,289,913,178,380,"1,166",545,"1,224",518,86,70
Census Tract 99.04; Multnomah County; Oregon!!Estimate,2022,"2,493",40,0,0,0,1,0,0,35,9,0,31,13,27,0,53,592,55,259,488,290,442,115,43,0
Census Tract 99.05; Multnomah County; Oregon!!Estimate,2022,"2,230",0,0,0,0,0,0,0,0,20,0,16,0,22,32,105,497,137,155,282,413,329,161,61,0
Census Tract 99.06; Multnomah County; Oregon!!Estimate,2022,"2,994",43,0,0,0,0,12,0,0,0,0,0,0,29,21,28,303,57,251,606,267,"1,009",280,70,18
Census Tract 99.07; Multnomah County; Oregon!!Estimate,2022,"4,000",40,0,0,0,26,0,11,0,13,0,36,76,11,67,92,881,303,374,540,421,660,306,88,55
Census Tract 100.01; Multnomah County; Oregon!!Estimate,2022,"4,472",109,0,0,0,0,0,0,0,71,14,0,27,193,49,88,949,308,419,701,387,604,478,41,34
Census Tract 100.02; Multnomah County; Oregon!!Estimate,2022,"4,067",86,0,0,0,0,0,0,0,30,12,0,0,62,17,13,725,273,184,"1,222",417,740,216,56,14
Census Tract 101.01; Multnomah County; Oregon!!Estimate,2022,"2,864",0,0,0,0,34,0,0,55,105,0,0,80,17,75,62,534,286,422,368,312,314,186,14,0
Census Tract 101.02; Multnomah County; Oregon!!Estimate,2022,"3,152",19,0,0,101,64,67,0,0,74,0,21,0,16,197,47,467,51,137,586,373,601,220,46,65
Census Tract 102; Multnomah County; Oregon!!Estimate,2022,"5,302",82,0,0,0,0,50,18,0,18,0,66,139,37,138,86,"1,025",288,746,804,569,916,243,19,58
Census Tract 103.03; Multnomah County; Oregon!!Estimate,2022,"3,751",89,0,0,0,0,0,35,0,23,0,88,13,1,13,47,835,213,297,578,467,566,341,78,67
Census Tract 103.04; Multnomah County; Oregon!!Estimate,2022,"3,097",109,0,0,0,0,49,33,19,162,45,54,133,56,68,59,851,174,216,435,248,209,131,46,0
Census Tract 103.05; Multnomah County; Oregon!!Estimate,2022,"2,395",113,6,0,0,0,17,0,0,0,0,0,8,21,23,28,521,110,220,512,295,391,121,9,0
Census Tract 103.06; Multnomah County; Oregon!!Estimate,2022,"3,199",109,0,0,0,0,0,0,0,0,0,0,30,27,8,85,840,114,357,511,349,637,78,30,24
Census Tract 104.02; Multnomah County; Oregon!!Estimate,2022,"4,150",69,43,0,0,0,0,0,57,54,0,0,0,12,57,37,897,151,351,790,411,851,288,57,25
Census Tract 104.05; Multnomah County; Oregon!!Estimate,2022,"4,113",37,0,0,0,0,0,51,27,0,0,0,28,102,0,100,"1,302",151,475,576,481,451,178,117,37
Census Tract 104.07; Multnomah County; Oregon!!Estimate,2022,"4,092",41,9,0,0,0,0,0,0,65,0,0,93,25,43,20,806,257,404,977,370,629,303,40,10
Census Tract 104.08; Multnomah County; Oregon!!Estimate,2022,"4,538",49,0,0,0,40,0,0,0,38,0,98,71,132,147,224,"1,149",214,441,459,635,774,64,0,3
Census Tract 104.10; Multnomah County; Oregon!!Estimate,2022,"3,313",24,0,0,0,0,0,0,0,0,0,63,114,158,17,130,700,391,277,543,290,354,225,19,8
Census Tract 104.11; Multnomah County; Oregon!!Estimate,2022,"2,486",59,0,0,0,0,0,0,0,0,0,0,91,191,52,19,669,104,279,417,288,168,116,33,0
Census Tract 104.12; Multnomah County; Oregon!!Estimate,2022,"2,201",9,0,0,0,0,0,0,0,0,0,0,0,16,32,46,606,102,266,320,171,505,116,12,0
Census Tract 104.13; Multnomah County; Oregon!!Estimate,2022,"3,417",118,0,0,0,0,0,0,0,71,0,0,0,0,0,43,659,142,500,620,219,570,409,31,35
Census Tract 105; Multnomah County; Oregon!!Estimate,2022,"2,723",3,2,0,0,0,0,0,0,11,0,0,11,31,9,76,428,53,240,366,314,847,241,31,60
Census Tract 106.01; Multnomah County; Oregon!!Estimate,2022,"1,305",25,0,0,0,0,0,0,0,0,0,52,0,0,0,0,163,45,95,303,112,216,192,50,52
Census Tract 106.02; Multnomah County; Oregon!!Estimate,2022,"1,879",0,0,0,0,0,0,0,0,44,0,12,23,19,25,0,347,190,224,543,0,321,51,50,30
Census Tract 9800; Multnomah County; Oregon!!Estimate,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 1.01; Multnomah County; Oregon!!Estimate,2023,"2,445",0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,167,14,23,313,80,"1,055",423,149,193
Census Tract 1.02; Multnomah County; Oregon!!Estimate,2023,"2,871",0,0,0,0,0,0,0,0,0,0,0,0,16,21,55,149,27,159,170,234,"1,091",661,152,136
Census Tract 2.01; Multnomah County; Oregon!!Estimate,2023,"2,796",32,0,0,0,0,0,0,0,0,0,29,0,28,149,19,207,48,88,415,80,945,366,232,158
Census Tract 2.02; Multnomah County; Oregon!!Estimate,2023,"2,666",37,0,0,0,0,0,12,0,0,0,13,0,14,0,19,221,53,124,321,166,"1,003",501,163,19
Census Tract 3.01; Multnomah County; Oregon!!Estimate,2023,"3,494",0,0,0,0,0,0,0,0,0,0,25,0,0,26,58,386,39,327,275,331,"1,129",718,104,76
Census Tract 3.02; Multnomah County; Oregon!!Estimate,2023,"5,322",59,0,0,0,0,0,0,0,0,0,0,0,24,18,0,222,74,120,528,223,"1,977","1,424",429,224
Census Tract 4.01; Multnomah County; Oregon!!Estimate,2023,"2,832",40,0,0,0,0,0,0,0,0,0,0,0,0,0,9,309,85,128,265,164,"1,093",541,112,86
Census Tract 4.02; Multnomah County; Oregon!!Estimate,2023,"2,628",12,0,0,0,0,0,0,0,0,0,0,7,0,0,24,285,67,263,149,272,951,440,76,82
Census Tract 5.01; Multnomah County; Oregon!!Estimate,2023,"3,248",24,0,0,0,0,0,0,8,10,13,86,20,0,7,45,379,122,208,322,232,"1,226",430,36,80
Census Tract 5.02; Multnomah County; Oregon!!Estimate,2023,"3,526",119,0,0,0,0,0,0,3,0,51,7,0,14,20,0,423,83,239,753,145,988,531,128,22
Census Tract 6.01; Multnomah County; Oregon!!Estimate,2023,"3,968",39,0,0,0,0,0,12,9,34,0,0,28,21,55,45,"1,030",170,259,584,246,864,502,40,30
Census Tract 6.02; Multnomah County; Oregon!!Estimate,2023,"4,245",180,0,0,0,0,0,0,0,48,0,23,92,14,93,164,"1,161",270,220,658,247,667,334,64,10
Census Tract 7.01; Multnomah County; Oregon!!Estimate,2023,"3,893",62,0,0,0,0,0,0,0,0,0,21,11,18,53,133,343,121,113,694,385,"1,184",638,68,49
Census Tract 7.02; Multnomah County; Oregon!!Estimate,2023,"4,195",77,0,0,0,0,0,0,29,0,0,16,47,29,57,43,362,241,322,422,438,"1,237",641,115,119
Census Tract 8.01; Multnomah County; Oregon!!Estimate,2023,"3,693",0,0,0,0,0,0,0,16,0,0,28,0,9,18,0,283,27,96,627,211,"1,191",453,656,78
Census Tract 8.02; Multnomah County; Oregon!!Estimate,2023,"3,976",34,0,0,0,0,0,0,0,0,0,19,9,0,83,42,411,66,273,679,206,"1,615",382,108,49
Census Tract 9.01; Multnomah County; Oregon!!Estimate,2023,"3,026",0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,207,131,71,285,211,"1,347",517,123,113
Census Tract 9.02; Multnomah County; Oregon!!Estimate,2023,"3,742",72,0,0,0,0,0,0,10,0,0,11,0,0,114,16,280,25,237,700,211,"1,301",522,114,129
Census Tract 10; Multnomah County; Oregon!!Estimate,2023,"4,998",14,0,0,0,0,0,0,0,0,0,49,12,0,53,169,336,15,132,"1,076",384,"1,535",833,207,183
Census Tract 11.01; Multnomah County; Oregon!!Estimate,2023,"2,750",0,0,0,0,0,0,0,0,0,0,0,17,15,10,10,249,73,285,495,169,979,332,88,28
Census Tract 11.02; Multnomah County; Oregon!!Estimate,2023,"1,139",7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,71,5,9,150,57,488,205,91,37
Census Tract 12.02; Multnomah County; Oregon!!Estimate,2023,"2,670",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,403,11,46,333,75,899,476,237,172
Census Tract 12.03; Multnomah County; Oregon!!Estimate,2023,"2,340",0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,173,58,101,284,213,990,329,128,34
Census Tract 12.04; Multnomah County; Oregon!!Estimate,2023,"2,291",20,0,0,0,0,0,0,0,0,0,61,0,0,0,9,111,91,106,236,112,"1,074",292,55,124
Census Tract 13.01; Multnomah County; Oregon!!Estimate,2023,"3,328",16,0,0,0,0,0,0,0,0,0,0,0,0,4,9,172,14,75,338,265,"1,592",586,157,100
Census Tract 13.02; Multnomah County; Oregon!!Estimate,2023,"2,847",14,0,0,0,0,0,0,0,0,0,0,0,18,0,13,120,80,83,392,107,"1,047",639,220,114
Census Tract 14; Multnomah County; Oregon!!Estimate,2023,"4,862",103,0,0,0,0,0,0,0,0,0,15,0,57,0,65,228,57,164,713,241,"1,987",963,118,151
Census Tract 15; Multnomah County; Oregon!!Estimate,2023,"2,807",6,0,0,0,0,0,0,0,0,0,5,4,0,1,13,172,1,98,217,114,"1,089",717,209,161
Census Tract 16.01; Multnomah County; Oregon!!Estimate,2023,"4,558",0,0,0,0,0,8,0,0,0,0,9,11,56,56,37,616,97,181,506,161,"1,698",745,293,84
Census Tract 16.02; Multnomah County; Oregon!!Estimate,2023,"3,587",127,0,0,0,13,0,0,0,29,12,0,5,57,10,73,598,46,203,393,316,"1,259",361,42,43
Census Tract 17.02; Multnomah County; Oregon!!Estimate,2023,"2,839",35,0,16,0,0,0,0,0,14,0,0,53,13,88,8,323,45,207,351,259,"1,119",229,41,38
Census Tract 17.03; Multnomah County; Oregon!!Estimate,2023,"3,075",0,0,0,0,0,0,0,0,0,0,9,0,34,167,19,112,83,119,315,225,"1,252",609,63,68
