Label (Grouping),Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999","$250,000 to $299,999","$300,000 to $399,999","$400,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 to $1,499,999","$1,500,000 to $1,999,999","$2,000,000 or more"
"Census Tract 96.05, Multnomah County, Oregon",2020,"1,029",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,45,108,170,503,162,16,0,0,0,0
"Census Tract 96.06, Multnomah County, Oregon",2020,691,38,0,0,0,0,9,0,0,0,0,0,0,0,0,7,16,33,121,159,236,63,9,0,0,0,0
"Census Tract 97.01, Multnomah County, Oregon",2020,973,0,0,0,0,0,0,0,7,0,0,0,0,11,22,0,61,87,190,268,306,21,0,0,0,0,0
"Census Tract 97.03, Multnomah County, Oregon",2020,"1,247",98,24,19,58,0,0,15,0,0,0,0,0,0,9,0,52,159,127,312,221,142,11,0,0,0,0
"Census Tract 97.04, Multnomah County, Oregon",2020,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,141,312,501,11,0,0,0,0,0
"Census Tract 98.01, Multnomah County, Oregon",2020,497,9,38,0,0,0,0,10,10,40,0,9,0,0,6,45,10,100,51,53,105,0,0,0,11,0,0
"Census Tract 98.03, Multnomah County, Oregon",2020,"1,137",9,0,0,0,13,0,0,0,14,0,0,0,0,13,13,48,158,64,306,485,0,0,0,14,0,0
"Census Tract 98.04, Multnomah County, Oregon",2020,658,0,0,0,7,0,9,0,0,0,15,0,0,0,0,6,28,0,116,138,265,43,12,19,0,0,0
"Census Tract 99.03, Multnomah County, Oregon",2020,"2,212",0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,46,145,100,764,809,270,17,16,0,16
"Census Tract 99.04, Multnomah County, Oregon",2020,799,15,0,0,0,0,0,0,0,0,19,28,0,7,7,15,49,44,75,102,393,45,0,0,0,0,0
"Census Tract 99.05, Multnomah County, Oregon",2020,939,41,0,0,22,0,0,0,8,0,0,0,0,0,0,0,8,23,151,168,425,85,8,0,0,0,0
"Census Tract 99.06, Multnomah County, Oregon",2020,"1,268",8,0,0,0,9,0,0,0,0,0,0,16,0,0,7,0,29,67,84,608,300,120,20,0,0,0
"Census Tract 99.07, Multnomah County, Oregon",2020,"1,711",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,87,58,126,161,436,332,399,46,59,0,0
"Census Tract 100.01, Multnomah County, Oregon",2020,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,47,77,121,207,101,0,45,0,0,16
"Census Tract 100.02, Multnomah County, Oregon",2020,"1,283",16,0,0,18,0,0,0,0,0,0,0,0,0,56,0,52,10,173,210,416,289,0,15,0,0,28
"Census Tract 101.01, Multnomah County, Oregon",2020,832,34,12,0,24,35,11,0,0,12,0,0,0,0,0,8,43,38,196,234,185,0,0,0,0,0,0
"Census Tract 101.02, Multnomah County, Oregon",2020,719,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,331,215,112,0,0,0,0,0
"Census Tract 102, Multnomah County, Oregon",2020,"2,138",63,50,0,0,125,129,0,60,5,0,17,63,21,17,0,25,66,151,239,726,223,158,0,0,0,0
"Census Tract 103.03, Multnomah County, Oregon",2020,"1,026",0,0,11,20,0,0,0,0,21,0,0,0,12,11,0,0,26,122,87,594,61,35,0,0,0,26
"Census Tract 103.04, Multnomah County, Oregon",2020,717,8,0,19,16,96,20,7,13,0,6,0,0,0,7,19,0,55,44,72,245,65,25,0,0,0,0
"Census Tract 103.05, Multnomah County, Oregon",2020,964,0,0,0,0,31,15,0,32,10,48,9,14,0,12,0,0,0,123,110,504,19,30,0,7,0,0
"Census Tract 103.06, Multnomah County, Oregon",2020,"1,160",0,0,9,0,0,0,0,0,0,0,0,0,20,0,0,0,22,88,229,538,214,40,0,0,0,0
"Census Tract 104.02, Multnomah County, Oregon",2020,"1,617",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,38,135,426,402,478,54,52,0,0
"Census Tract 104.05, Multnomah County, Oregon",2020,"1,183",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,41,156,261,553,90,63,0,0,0,0
"Census Tract 104.07, Multnomah County, Oregon",2020,"1,046",0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,14,25,62,144,501,191,51,30,0,0,9
"Census Tract 104.08, Multnomah County, Oregon",2020,"1,220",27,48,46,0,45,0,68,83,25,0,0,0,8,30,25,9,0,74,78,420,201,11,22,0,0,0
"Census Tract 104.10, Multnomah County, Oregon",2020,630,15,0,0,0,0,0,0,0,0,0,0,0,16,44,31,45,101,87,168,123,0,0,0,0,0,0
"Census Tract 104.11, Multnomah County, Oregon",2020,648,0,10,17,8,0,0,0,49,0,28,0,0,0,51,41,60,15,90,131,129,19,0,0,0,0,0
"Census Tract 104.12, Multnomah County, Oregon",2020,840,45,0,0,0,0,14,38,0,0,0,0,0,0,0,0,0,37,49,80,272,168,137,0,0,0,0
"Census Tract 104.13, Multnomah County, Oregon",2020,"1,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,38,201,558,245,0,0,0,0,0
"Census Tract 105, Multnomah County, Oregon",2020,"1,256",0,0,8,0,10,0,8,0,0,0,0,0,0,8,0,6,13,54,57,253,342,358,96,16,0,27
"Census Tract 106.01, Multnomah County, Oregon",2020,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,25,81,26,0,43,0
"Census Tract 106.02, Multnomah County, Oregon",2020,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0
"Census Tract 9800, Multnomah County, Oregon",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 1.01, Multnomah County, Oregon",2021,634,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,16,0,11,0,101,142,202,76,36,0,0
"Census Tract 1.02, Multnomah County, Oregon",2021,"1,057",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,26,0,148,143,513,96,89,12,0
"Census Tract 2.01, Multnomah County, Oregon",2021,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,118,544,78,13,0,0
"Census Tract 2.02, Multnomah County, Oregon",2021,631,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,339,47,0,0,0
"Census Tract 3.01, Multnomah County, Oregon",2021,996,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,59,230,463,208,21,0,0
"Census Tract 3.02, Multnomah County, Oregon",2021,"2,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,89,279,880,905,180,0,30
"Census Tract 4.01, Multnomah County, Oregon",2021,"1,063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,24,194,420,340,62,0,0,0
"Census Tract 4.02, Multnomah County, Oregon",2021,"1,049",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,7,37,59,339,378,193,18,0,0,0
"Census Tract 5.01, Multnomah County, Oregon",2021,"1,306",9,0,0,0,0,0,0,10,7,0,0,0,0,0,0,6,9,0,77,629,335,215,0,9,0,0
"Census Tract 5.02, Multnomah County, Oregon",2021,"1,321",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,77,134,474,475,132,0,0,0,0
"Census Tract 6.01, Multnomah County, Oregon",2021,"1,597",0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,12,5,72,391,546,204,122,229,0,0,9
"Census Tract 6.02, Multnomah County, Oregon",2021,"1,254",11,50,0,0,0,0,0,27,0,0,0,0,7,0,7,18,47,137,218,467,157,84,0,0,0,24
"Census Tract 7.01, Multnomah County, Oregon",2021,"1,461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,9,7,45,444,579,325,21,0,0,0
"Census Tract 7.02, Multnomah County, Oregon",2021,"1,473",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,48,141,382,682,178,0,21,0,0
"Census Tract 8.01, Multnomah County, Oregon",2021,"1,273",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,48,203,165,718,37,0,0,0
"Census Tract 8.02, Multnomah County, Oregon",2021,"1,167",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,17,11,327,417,375,0,0,0,0
"Census Tract 9.01, Multnomah County, Oregon",2021,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,84,203,474,100,7,0,0
"Census Tract 9.02, Multnomah County, Oregon",2021,830,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,219,245,338,0,0,0,0
"Census Tract 10, Multnomah County, Oregon",2021,"1,254",0,0,0,0,0,0,10,0,0,14,0,0,0,49,0,0,0,0,23,240,230,575,85,28,0,0
"Census Tract 11.01, Multnomah County, Oregon",2021,134,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,51,58,6,0,0
"Census Tract 11.02, Multnomah County, Oregon",2021,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,33,114,100,24,0,29
"Census Tract 12.02, Multnomah County, Oregon",2021,990,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,56,84,292,422,96,0,13
"Census Tract 12.03, Multnomah County, Oregon",2021,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,46,170,60,0,0,0
"Census Tract 12.04, Multnomah County, Oregon",2021,136,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,22,6,22,0,41,28,0,0,0
"Census Tract 13.01, Multnomah County, Oregon",2021,619,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,0,22,71,146,226,134,0,0,0
"Census Tract 13.02, Multnomah County, Oregon",2021,961,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,9,30,106,644,151,0,0,0
"Census Tract 14, Multnomah County, Oregon",2021,"1,266",0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,48,13,114,278,652,80,29,0,0
"Census Tract 15, Multnomah County, Oregon",2021,"1,098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,52,166,634,158,66,0,17
"Census Tract 16.01, Multnomah County, Oregon",2021,"1,446",23,0,0,0,0,0,0,0,0,0,0,0,19,0,10,12,0,0,0,136,281,802,60,64,39,0
"Census Tract 16.02, Multnomah County, Oregon",2021,"1,396",21,41,0,0,11,0,0,0,0,0,0,28,0,0,0,7,25,76,96,762,253,76,0,0,0,0
"Census Tract 17.02, Multnomah County, Oregon",2021,814,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,17,15,67,334,295,63,0,0,0,8
"Census Tract 17.03, Multnomah County, Oregon",2021,"1,131",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,35,99,220,413,228,21,0,0,0
"Census Tract 17.04, Multnomah County, Oregon",2021,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,16,38,206,165,274,0,0,0,0
"Census Tract 18.01, Multnomah County, Oregon",2021,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,133,377,0,0,0,0
"Census Tract 18.02, Multnomah County, Oregon",2021,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,99,44,103,459,97,19,0,0
"Census Tract 19, Multnomah County, Oregon",2021,"1,575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,36,30,566,610,177,95,46
"Census Tract 20.01, Multnomah County, Oregon",2021,436,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,0,0,14,46,29,227,71,0,12,0
"Census Tract 20.02, Multnomah County, Oregon",2021,336,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,43,14,163,86,0,0,0
"Census Tract 21.01, Multnomah County, Oregon",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 21.02, Multnomah County, Oregon",2021,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,16,87,6,0,0,0
"Census Tract 22.03, Multnomah County, Oregon",2021,696,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,40,206,369,63,0,0,0
"Census Tract 23.03, Multnomah County, Oregon",2021,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,8,10,10,18,113,0,0,0,0
"Census Tract 24.01, Multnomah County, Oregon",2021,881,0,0,0,0,0,0,0,0,0,0,5,0,0,77,0,0,0,0,0,13,15,341,263,146,21,0
"Census Tract 24.02, Multnomah County, Oregon",2021,621,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,15,102,161,43,181,83,13,0,0
"Census Tract 25.01, Multnomah County, Oregon",2021,"1,640",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,13,73,522,729,204,59,24
"Census Tract 25.02, Multnomah County, Oregon",2021,713,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,89,0,256,117,138,16,15
"Census Tract 26, Multnomah County, Oregon",2021,"1,042",0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,32,87,484,259,71,0,0
"Census Tract 27.01, Multnomah County, Oregon",2021,"1,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,21,99,599,304,126,0,0
"Census Tract 27.02, Multnomah County, Oregon",2021,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,29,135,358,122,12,0,0
"Census Tract 28.01, Multnomah County, Oregon",2021,"1,068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64,159,491,310,35,0,0
"Census Tract 28.02, Multnomah County, Oregon",2021,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,101,218,555,27,35,0,0
"Census Tract 29.01, Multnomah County, Oregon",2021,"1,375",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,46,129,243,642,307,0,0,0,0
"Census Tract 29.02, Multnomah County, Oregon",2021,"1,851",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,106,451,710,481,73,0,16,0
"Census Tract 29.03, Multnomah County, Oregon",2021,927,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,191,417,184,66,11,33,0,0
"Census Tract 30, Multnomah County, Oregon",2021,"1,749",0,0,0,0,0,0,16,0,0,20,0,0,0,15,0,0,0,0,18,32,446,911,291,0,0,0
"Census Tract 31, Multnomah County, Oregon",2021,"1,428",38,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,7,10,30,62,109,787,280,88,0,0
"Census Tract 32, Multnomah County, Oregon",2021,"1,265",15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,14,60,182,755,196,31,0,0
"Census Tract 33.01, Multnomah County, Oregon",2021,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,111,152,257,30,0,0,0
"Census Tract 33.02, Multnomah County, Oregon",2021,832,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,67,242,333,168,9,0,0
"Census Tract 34.01, Multnomah County, Oregon",2021,782,0,0,0,0,0,4,0,0,7,7,0,0,0,0,0,10,0,0,30,77,138,385,116,0,0,8
"Census Tract 34.02, Multnomah County, Oregon",2021,562,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,34,82,253,0,0,0,0
"Census Tract 35.01, Multnomah County, Oregon",2021,751,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,19,112,203,380,8,6,0,0
"Census Tract 35.02, Multnomah County, Oregon",2021,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,104,306,125,21,0,0
"Census Tract 36.01, Multnomah County, Oregon",2021,"1,293",18,0,37,0,44,0,0,0,21,0,0,0,0,0,0,18,79,29,26,257,315,396,53,0,0,0
"Census Tract 36.02, Multnomah County, Oregon",2021,"2,220",29,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,30,97,247,275,"1,298",223,0,0,0
"Census Tract 36.03, Multnomah County, Oregon",2021,521,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,0,12,56,145,212,45,7,0,15
"Census Tract 37.01, Multnomah County, Oregon",2021,"1,095",0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,16,26,278,431,300,26,0,0,0
"Census Tract 37.02, Multnomah County, Oregon",2021,715,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,88,107,317,151,9,0,0
"Census Tract 38.01, Multnomah County, Oregon",2021,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,226,242,195,29,9,0,0
"Census Tract 38.02, Multnomah County, Oregon",2021,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,142,406,274,0,0,0,17
"Census Tract 38.03, Multnomah County, Oregon",2021,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,30,25,105,316,443,16,0,0,0
"Census Tract 39.02, Multnomah County, Oregon",2021,"1,151",4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,10,9,19,168,413,436,59,9,0,9
"Census Tract 39.03, Multnomah County, Oregon",2021,744,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,299,211,164,0,0,0,0
"Census Tract 39.04, Multnomah County, Oregon",2021,"1,378",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,128,448,422,356,0,0,0,0
"Census Tract 40.02, Multnomah County, Oregon",2021,"1,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,284,272,608,6,2,0,0
"Census Tract 40.03, Multnomah County, Oregon",2021,"1,526",16,0,0,0,0,0,0,0,0,22,0,7,0,18,22,30,0,126,56,587,511,131,0,0,0,0
"Census Tract 41.02, Multnomah County, Oregon",2021,"1,589",0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,13,52,61,160,578,413,183,76,0,0,26
"Census Tract 41.03, Multnomah County, Oregon",2021,"1,218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,122,541,275,221,0,0,0,0
"Census Tract 41.04, Multnomah County, Oregon",2021,464,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,77,168,77,113,0,0,0,0
"Census Tract 42, Multnomah County, Oregon",2021,876,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,55,86,37,287,192,176,12,0,0,0
"Census Tract 43, Multnomah County, Oregon",2021,391,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,32,62,82,76,111,8,0,0
"Census Tract 45, Multnomah County, Oregon",2021,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,29,232,163,130,15,3
"Census Tract 46.01, Multnomah County, Oregon",2021,"1,346",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,66,144,257,367,312,134,36
"Census Tract 46.02, Multnomah County, Oregon",2021,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,27,34,116,124,193,64,50
"Census Tract 47, Multnomah County, Oregon",2021,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,88,132,181,57,69,12
"Census Tract 48, Multnomah County, Oregon",2021,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,90,58,18,0,11,32
"Census Tract 49.01, Multnomah County, Oregon",2021,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,86,63,33,119,43,17,0
"Census Tract 49.02, Multnomah County, Oregon",2021,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,60,51,0,0,0
"Census Tract 50.01, Multnomah County, Oregon",2021,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,228,109,120,24,38,0,0
"Census Tract 50.02, Multnomah County, Oregon",2021,158,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,54,16,0,0,0,0,0,74,0,0,0
"Census Tract 51.01, Multnomah County, Oregon",2021,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,83,176,101,196,0,37
"Census Tract 51.02, Multnomah County, Oregon",2021,737,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,79,131,230,103,71,27,72
"Census Tract 51.03, Multnomah County, Oregon",2021,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,48,0,27,0,0,0,0
"Census Tract 52.01, Multnomah County, Oregon",2021,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,19,0,0,20,0,0,0,0,0
"Census Tract 52.02, Multnomah County, Oregon",2021,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,141,194,52,33,22,0,14
"Census Tract 55, Multnomah County, Oregon",2021,359,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,23,0,13,83,60,98,41,11,16,0
"Census Tract 56.01, Multnomah County, Oregon",2021,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,37,50,130,34,0,0,0
"Census Tract 56.02, Multnomah County, Oregon",2021,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 57.01, Multnomah County, Oregon",2021,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
"Census Tract 57.02, Multnomah County, Oregon",2021,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,190,261,179,32,34,0,0
"Census Tract 58, Multnomah County, Oregon",2021,"1,198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,52,0,45,44,342,448,154,56,23
"Census Tract 59.01, Multnomah County, Oregon",2021,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,109,261,34,0,0,0
"Census Tract 59.02, Multnomah County, Oregon",2021,683,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,10,37,35,367,101,52,47,0
"Census Tract 59.03, Multnomah County, Oregon",2021,"1,035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,135,279,205,108,13,0,12
"Census Tract 60.01, Multnomah County, Oregon",2021,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,18,56,119,148,51,12,4
"Census Tract 60.02, Multnomah County, Oregon",2021,743,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,33,59,456,170,5,0,0
"Census Tract 61, Multnomah County, Oregon",2021,863,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,31,87,363,284,63,0,8
"Census Tract 62, Multnomah County, Oregon",2021,"1,104",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,21,116,215,560,157,6,0,10
"Census Tract 63, Multnomah County, Oregon",2021,"1,512",11,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,2,0,27,93,230,382,194,192,224,143
"Census Tract 64.02, Multnomah County, Oregon",2021,"2,223",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,45,29,264,377,"1,093",297,66,0,0
"Census Tract 64.03, Multnomah County, Oregon",2021,905,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,7,32,150,276,404,6,13,0,0
"Census Tract 64.04, Multnomah County, Oregon",2021,"1,169",6,0,0,0,0,0,0,0,11,10,0,0,0,10,5,34,20,115,80,185,148,427,101,17,0,0
"Census Tract 65.01, Multnomah County, Oregon",2021,"1,973",0,21,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,82,295,586,766,117,55,32,0
"Census Tract 65.02, Multnomah County, Oregon",2021,"1,381",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,26,290,68,53,329,329,244,14,0,14
"Census Tract 66.01, Multnomah County, Oregon",2021,"1,023",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,12,58,85,208,479,127,23,7,0
"Census Tract 66.02, Multnomah County, Oregon",2021,"1,229",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,15,18,64,124,278,531,132,49,0,0
"Census Tract 67.01, Multnomah County, Oregon",2021,866,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,258,493,42,18,11,0
"Census Tract 67.02, Multnomah County, Oregon",2021,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,74,243,430,40,7,0,0
"Census Tract 68.01, Multnomah County, Oregon",2021,592,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,264,146,79,0,0
"Census Tract 68.02, Multnomah County, Oregon",2021,"1,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,41,104,700,196,41,10,12
"Census Tract 69, Multnomah County, Oregon",2021,938,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,30,0,0,18,0,61,122,265,199,75,157
"Census Tract 70.01, Multnomah County, Oregon",2021,"1,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,440,143,525,546,205,37,14
"Census Tract 70.02, Multnomah County, Oregon",2021,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,225,339,171,87,60
"Census Tract 71, Multnomah County, Oregon",2021,782,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,10,0,34,15,62,49,246,191,143,0,13
"Census Tract 72.01, Multnomah County, Oregon",2021,924,32,0,15,17,8,40,19,37,31,62,5,23,7,7,0,25,74,44,69,120,139,141,9,0,0,0
"Census Tract 72.02, Multnomah County, Oregon",2021,889,0,0,13,17,18,24,0,9,40,16,0,0,0,35,0,0,17,15,43,219,210,172,11,19,0,11
"Census Tract 73, Multnomah County, Oregon",2021,80,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,14,0,0,5,10,5,25,5,0,0
"Census Tract 74, Multnomah County, Oregon",2021,711,18,19,22,0,0,0,7,0,0,0,17,0,0,0,0,0,15,37,41,132,121,268,9,0,0,5
"Census Tract 75, Multnomah County, Oregon",2021,"1,220",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,89,292,453,165,12,42,0,15
"Census Tract 76, Multnomah County, Oregon",2021,931,61,29,0,0,0,0,0,0,0,42,0,0,0,0,0,56,32,46,44,322,207,75,17,0,0,0
"Census Tract 77, Multnomah County, Oregon",2021,675,6,0,0,0,3,0,0,0,26,0,0,0,0,39,35,0,26,36,95,323,78,6,2,0,0,0
"Census Tract 78, Multnomah County, Oregon",2021,467,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,21,39,154,125,109,0,0,0,0
"Census Tract 79, Multnomah County, Oregon",2021,"1,065",0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,27,67,74,517,249,114,0,0,0,0
"Census Tract 80.01, Multnomah County, Oregon",2021,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,63,87,475,153,54,19,0,0,0
"Census Tract 80.02, Multnomah County, Oregon",2021,797,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,11,57,29,415,212,51,0,0,0,0
